dataset,inner_strategy,M,budget_per_member,seed,auc,n_sampled_total,pool_size,sampling_time,inference_time,n_classes
volkert,stratified,10,1000,2,0.8944117972807393,10000,46648,0.07,726.849,10
volkert,stratified,10,1000,3,0.8922029924273136,10000,46648,0.07,729.684,10
volkert,stratified,10,1000,4,0.8924348764126513,10000,46648,0.069,732.647,10
volkert,random,1,10000,1,0.9079209984067186,10000,46648,0.0,535.354,10
volkert,random,1,10000,2,0.9157500988374624,10000,46648,0.001,557.638,10
volkert,random,1,10000,3,0.9118022575819141,10000,46648,0.0,570.489,10
volkert,random,1,10000,4,0.9102445512595267,10000,46648,0.001,527.328,10
volkert,random,3,3333,1,0.910748870323115,9999,46648,0.001,459.219,10
volkert,random,3,3333,2,0.9071882057817076,9999,46648,0.001,468.561,10
volkert,random,3,3333,3,0.9077651535989174,9999,46648,0.001,460.661,10
volkert,random,3,3333,4,0.9098404153246223,9999,46648,0.001,458.692,10
volkert,random,5,2000,1,0.9044680291347363,10000,46648,0.002,518.47,10
volkert,random,5,2000,2,0.9013602604054268,10000,46648,0.002,527.001,10
volkert,random,5,2000,3,0.9040503490071311,10000,46648,0.003,522.551,10
volkert,random,5,2000,4,0.90114748964303,10000,46648,0.002,516.081,10
volkert,random,10,1000,1,0.8936499469714445,10000,46648,0.005,714.336,10
volkert,random,10,1000,2,0.891623949707018,10000,46648,0.005,716.522,10
volkert,random,10,1000,3,0.8934102703925226,10000,46648,0.005,718.831,10
volkert,random,10,1000,4,0.8937604115573017,10000,46648,0.005,716.297,10
