dataset,strategy,seed,accuracy,log_loss,macro_f1,balanced_acc,mcc,pr_auc,macro_auc,top2_accuracy,n_classes
pendigits,prototype,1,0.9949977262391997,0.025743069633629198,0.9950291664470434,0.9949710767222075,0.9944442696349023,0.9990069256822494,0.9995252390790226,0.9986357435197817,10
pendigits,stratified_coreset,1,0.9949977262391997,0.025743069633629198,0.9950291664470434,0.9949710767222075,0.9944442696349023,0.9990069256822494,0.9995252390790226,0.9986357435197817,10
pendigits,random,2,0.9949977262391997,0.02138391269387097,0.9950120933467668,0.9949710767222075,0.9944431472808976,0.9987030672277972,0.9994778624964076,0.9986357435197817,10
pendigits,stratified,2,0.9949977262391997,0.02138391269387097,0.9950120933467668,0.9949710767222075,0.9944431472808976,0.9987030672277972,0.9994778624964076,0.9986357435197817,10
pendigits,coreset,2,0.9949977262391997,0.02138391269387097,0.9950120933467668,0.9949710767222075,0.9944431472808976,0.9987030672277972,0.9994778624964076,0.9986357435197817,10
pendigits,prototype,2,0.9949977262391997,0.02138391269387097,0.9950120933467668,0.9949710767222075,0.9944431472808976,0.9987030672277972,0.9994778624964076,0.9986357435197817,10
pendigits,stratified_coreset,2,0.9949977262391997,0.02138391269387097,0.9950120933467668,0.9949710767222075,0.9944431472808976,0.9987030672277972,0.9994778624964076,0.9986357435197817,10
pendigits,random,3,0.9954524783992724,0.025124916232565412,0.9955029096918258,0.9954096732134357,0.9949505236408209,0.9987814644254499,0.9995512094746788,0.9990904956798545,10
pendigits,stratified,3,0.9954524783992724,0.025124916232565412,0.9955029096918258,0.9954096732134357,0.9949505236408209,0.9987814644254499,0.9995512094746788,0.9990904956798545,10
pendigits,coreset,3,0.9954524783992724,0.025124916232565412,0.9955029096918258,0.9954096732134357,0.9949505236408209,0.9987814644254499,0.9995512094746788,0.9990904956798545,10
pendigits,prototype,3,0.9954524783992724,0.025124916232565412,0.9955029096918258,0.9954096732134357,0.9949505236408209,0.9987814644254499,0.9995512094746788,0.9990904956798545,10
pendigits,stratified_coreset,3,0.9954524783992724,0.025124916232565412,0.9955029096918258,0.9954096732134357,0.9949505236408209,0.9987814644254499,0.9995512094746788,0.9990904956798545,10
pendigits,random,4,0.9963619827194179,0.020357553821466753,0.996371193335777,0.9962830356588505,0.9959599170482086,0.9990090554610405,0.9996155365537559,0.9990904956798545,10
