dataset,strategy,budget_fraction,seed,accuracy,log_loss,macro_f1,balanced_acc,mcc,pr_auc,macro_auc,top2_accuracy,n_classes
bank-marketing,prototype,1.0,3,0.9040141545947141,0.20865088370637838,0.7736321300484383,0.7808391916317576,0.5476228598510456,0.5936447429973097,0.9272273272309967,,2
bank-marketing,prototype,1.0,4,0.9020236647130377,0.21145299509431298,0.7689378654641892,0.7760223268344593,0.5382302061388419,0.60727027164708,0.9251803653589611,,2
higgs,coreset,0.1,1,0.6507,0.6236952732686185,0.6416753463539122,0.6437285367757644,0.2972244026978212,0.7241601910943913,0.7096936039210531,,2
higgs,coreset,0.1,2,0.6417,0.6577108985110822,0.6316347548897351,0.6343202343154426,0.27882369680705743,0.7143842186272962,0.7039810533696569,,2
higgs,coreset,0.1,3,0.6188,0.6447433331463962,0.6186017339253638,0.6221397015611558,0.24517839806462402,0.6866304054283426,0.6772334996535062,,2
higgs,coreset,0.1,4,0.6608,0.6144806743599918,0.6581162260498422,0.6578845730615257,0.31754677724202224,0.7284788766660155,0.7179901689543917,,2
higgs,coreset,0.25,1,0.6708,0.6006805619883382,0.6680389337491224,0.6677681906769846,0.33764376295497867,0.7466819559355198,0.7343018381260544,,2
higgs,coreset,0.25,2,0.6417,0.6649901489862977,0.6178744367394009,0.6294767070692575,0.2882424926954385,0.7012838075192026,0.7000637967327019,,2
higgs,coreset,0.25,3,0.6365,0.6383153547588354,0.6203745709279671,0.6267617441449633,0.2707428903811436,0.7253798263298068,0.708856464936237,,2
higgs,coreset,0.25,4,0.6515,0.6230223957276716,0.6320882047467884,0.640456631625618,0.30632163556836567,0.7255195098171285,0.716269840314334,,2
higgs,coreset,0.5,1,0.6787,0.5907726732102425,0.6698528181668619,0.6715335102000128,0.3557372562214883,0.7606436947184609,0.7488085818705073,,2
higgs,coreset,0.5,2,0.6531,0.6212650212448645,0.6332762915342482,0.6419011980157158,0.31031283563481593,0.7307130140663851,0.7234766197435416,,2
higgs,coreset,0.5,3,0.6614,0.6103738796733785,0.6508535280436385,0.6535971051525222,0.32050322939503684,0.7392640794744822,0.7292683493561575,,2
higgs,coreset,0.5,4,0.6696,0.5973967151184575,0.6585365853658536,0.6614682181749536,0.33828897835056926,0.7529536991900498,0.7438392028574772,,2
higgs,coreset,1.0,1,0.6917,0.5763847221822699,0.6888383050119167,0.6884670741117618,0.3797729368795992,0.7767329326111966,0.7631608602289314,,2
higgs,coreset,1.0,2,0.6773,0.5871951202019378,0.6668021863847857,0.6693369634504959,0.35418962050772357,0.7702850418581977,0.7558619794588728,,2
higgs,coreset,1.0,3,0.6934,0.5704855515623259,0.688874884312398,0.6887551767374567,0.38343901516524304,0.7838130146480562,0.7711965316601469,,2
higgs,coreset,1.0,4,0.6955,0.5710875482590798,0.6919131263007754,0.6915908947530889,0.387458514918946,0.783274081483547,0.7701382089977272,,2
MiniBooNE,coreset,0.1,1,0.8932,0.2565322050946891,0.8666212146401351,0.8636023802998896,0.7333938004417413,0.8864418021857912,0.9510239436879271,,2
MiniBooNE,coreset,0.1,2,0.8913,0.2513363342993448,0.8618836741610973,0.8530434207963355,0.7251540576204432,0.8904668819600984,0.9536515590425299,,2
MiniBooNE,coreset,0.1,3,0.8758,0.28242405009431343,0.8557275131814175,0.8819413937051764,0.7212914942027419,0.887712671008464,0.9522442228823379,,2
MiniBooNE,coreset,0.1,4,0.9019,0.24201446784319874,0.877032213461147,0.8725836411153589,0.7543826730198895,0.900843277809496,0.9598007347930514,,2
MiniBooNE,coreset,0.25,1,0.9175,0.1997551974556036,0.8976151795412145,0.8967945391255205,0.7952401194208253,0.9223870048660869,0.9700304869168119,,2
MiniBooNE,coreset,0.25,2,0.9148,0.21374175902120368,0.8937622743851117,0.8911139222496929,0.7876288776738274,0.9144011570430491,0.9672759046651491,,2
MiniBooNE,coreset,0.25,3,0.9182,0.19650823695156716,0.8997287724585485,0.9039109767365733,0.7997016645155969,0.923500337082318,0.9712962918928837,,2
MiniBooNE,coreset,0.25,4,0.9091,0.21746977744009688,0.8824272464263219,0.8670451498843477,0.7688945868584054,0.9146795636796864,0.9673070643133157,,2
MiniBooNE,coreset,0.5,1,0.9245,0.1876697296929297,0.9051898581880129,0.8997033343894918,0.8108164224625185,0.929297684494907,0.9738320630699021,,2
MiniBooNE,coreset,0.5,2,0.9197,0.20263676204822942,0.8985608718459364,0.8909328594292663,0.7979996910428124,0.9219431028884801,0.9705045197837511,,2
MiniBooNE,coreset,0.5,3,0.9277,0.1807439955021752,0.9107973359766275,0.9123613841502115,0.8216280101827147,0.9330595632939217,0.9757042674946315,,2
MiniBooNE,coreset,0.5,4,0.9179,0.19767849247187005,0.8948877269693729,0.8825084596710928,0.7922006479774992,0.9264554202685391,0.973459286674906,,2
MiniBooNE,coreset,1.0,1,0.9316,0.17508200193422832,0.9146916196838661,0.9118113593909235,0.8294976511760875,0.9375665144886121,0.9773100544506182,,2
MiniBooNE,coreset,1.0,2,0.9265,0.18173801575604934,0.9102695477149372,0.9163095939417322,0.8210249631041704,0.9309501931910128,0.9759988723080589,,2
MiniBooNE,coreset,1.0,3,0.9311,0.17841032844757965,0.9144744475282054,0.913528904957822,0.828961097005954,0.9359772356277206,0.9765721305728956,,2
MiniBooNE,coreset,1.0,4,0.9281,0.17932988870013924,0.9089828611942681,0.9003577365393787,0.8190511073529864,0.933511452071086,0.9771622566599908,,2
covertype,coreset,0.1,1,0.7322,0.6615453088564702,0.6004925051208684,0.5854905859657485,0.568803412218334,0.6276312336140758,0.9317725304950536,0.9628,7
covertype,coreset,0.1,2,0.7336,0.6522472488620591,0.5410408151723584,0.5236428546226165,0.5654761434646177,0.6075142211429657,0.9340220342708546,0.9578,7
covertype,coreset,0.1,3,0.7186,0.6771180875065549,0.5432397773207999,0.5468258577700074,0.5452878145428793,0.5890760482518559,0.9309885585308038,0.9588,7
covertype,coreset,0.1,4,0.7144,0.6929117267054827,0.5751897165729903,0.5488402967798812,0.534359080678516,0.63614844629213,0.9303944896944848,0.9646,7
covertype,coreset,0.25,1,0.7594,0.6077606498693834,0.6219571509262227,0.6096262166898919,0.6111015935580807,0.7092365419144374,0.94919742121891,0.9695,7
covertype,coreset,0.25,2,0.7561,0.6850559109165572,0.6189240374424683,0.5953121875671289,0.6037911078469257,0.6859892938664511,0.9443864039934019,0.9701,7
covertype,coreset,0.25,3,0.7621,0.587359450591417,0.6241842853112576,0.6023105054553376,0.613818287996732,0.6854861628032956,0.9500161753182977,0.9729,7
covertype,coreset,0.25,4,0.7705,0.6058224079626449,0.6591753923724083,0.6193348302764047,0.6263039788496356,0.717392422951012,0.9479258325777857,0.969,7
covertype,coreset,0.5,1,0.7932,0.5130019922588764,0.6851868348462001,0.6590507835336183,0.6666768387151066,0.7676248268606789,0.9620886011603036,0.9769,7
covertype,coreset,0.5,2,0.7932,0.5628729965059374,0.6752375440920025,0.6468447803250678,0.6637262378174812,0.7476606962933163,0.9580741134872589,0.9748,7
covertype,coreset,0.5,3,0.7964,0.5190589480090183,0.6972302436753417,0.6581815267983521,0.6698525015828306,0.77014828937146,0.9616183463979991,0.9773,7
covertype,coreset,0.5,4,0.7949,0.5711859410387738,0.7087563936965855,0.665681326539846,0.6665593531889469,0.7627865901982573,0.9586038210608429,0.9754,7
covertype,coreset,1.0,1,0.8218,0.43255590763917035,0.7448234646112596,0.7330867226583779,0.7127379619405443,0.8297482076392331,0.971469656196371,0.9835,7
covertype,coreset,1.0,2,0.8261,0.4305837271733508,0.7227676180323112,0.6887664561600071,0.7187991231527721,0.8034871263865417,0.972048756153351,0.9842,7
covertype,coreset,1.0,3,0.8249,0.4312898440917639,0.7346274227781178,0.7063259788633166,0.7163507860738344,0.8062363891445764,0.9721456216433534,0.9843,7
covertype,coreset,1.0,4,0.8343,0.43485497085218194,0.754225000156955,0.7124990829406398,0.731453994114251,0.8236201542223954,0.9721923875900591,0.9853,7
bank-marketing,coreset,0.1,1,0.8989273471193188,0.25342912946953,0.699478096335112,0.6652163851645275,0.42090512446811634,0.5148512201212153,0.8698809085560947,,2
bank-marketing,coreset,0.1,2,0.8971580227800509,0.24847519113222682,0.6898902630589172,0.6556050865694538,0.40440747559643747,0.5229859679097151,0.8751541465389383,,2
bank-marketing,coreset,0.1,3,0.9011390025434037,0.24571584191747414,0.6965894525788187,0.6586792580133118,0.4232156351684235,0.5616274572007852,0.8952733918630514,,2
bank-marketing,coreset,0.1,4,0.8963839433816212,0.25821125622533664,0.6467319659902078,0.6108897471984924,0.35395116829075174,0.5153658175060635,0.8663811991529485,,2
bank-marketing,coreset,0.25,1,0.9034612407386929,0.22418050381925178,0.7161476611664412,0.680492842794796,0.4527691458618353,0.573965644487715,0.9080356244518017,,2
bank-marketing,coreset,0.25,2,0.9041247373659184,0.2172166107381546,0.7072205233447229,0.6677494309391545,0.44408998817597434,0.5937791252860805,0.9166173460872407,,2
bank-marketing,coreset,0.25,3,0.9034612407386929,0.22466476945550343,0.7100032461696796,0.6722933951063726,0.4453396826024395,0.590039602578035,0.9096018882285192,,2
bank-marketing,coreset,0.25,4,0.9026871613402632,0.2268004849046961,0.7184722165618364,0.6849741895543747,0.45398706172023306,0.5704547825885716,0.9068095543037336,,2
bank-marketing,coreset,0.5,1,0.9035718235098972,0.2162995733322257,0.7175168784243326,0.68219534974012,0.4547463712827653,0.595573040352344,0.9164329857613459,,2
bank-marketing,coreset,0.5,2,0.9072210549596373,0.20687822553497986,0.7384682183510027,0.7064002329509608,0.48982278671507434,0.6158782976344918,0.9255616331661561,,2
bank-marketing,coreset,0.5,3,0.9069998894172288,0.2149415519211276,0.7338377812968999,0.6997154399849435,0.4832675835604552,0.6086531872139889,0.9164653006049859,,2
bank-marketing,coreset,0.5,4,0.9092115448413137,0.20885894588838738,0.7471135625288824,0.7161367663613131,0.5053288433825808,0.6135704422731153,0.9226885713169659,,2
bank-marketing,coreset,1.0,1,0.9069998894172288,0.20409858619647228,0.7373184431831625,0.7050450809824186,0.4878450061763843,0.625246475026276,0.9272977570184171,,2
bank-marketing,coreset,1.0,2,0.9099856242397435,0.1995874241642109,0.7549322493224933,0.7276443425941599,0.5176679374328237,0.6305897046968483,0.9317729485696834,,2
bank-marketing,coreset,1.0,3,0.9095432931549264,0.2040189272335259,0.7523031879641402,0.7241140938882332,0.5131723885590467,0.6257503420655086,0.9280470352610578,,2
bank-marketing,coreset,1.0,4,0.910206789782152,0.20122790830167284,0.7621159309184277,0.7400687489420735,0.5288286537991479,0.6307231177735029,0.931000706665262,,2
higgs,stratified_coreset,0.1,1,0.554,0.7074783266873714,0.41033295510026563,0.5274919492592645,0.1493469022775737,0.6708809559588724,0.6482026955072685,,2
higgs,stratified_coreset,0.1,2,0.5846,0.6872615398994636,0.4869892115584863,0.5614864538391291,0.21197496941243357,0.7040366205885574,0.6904411730476241,,2
higgs,stratified_coreset,0.1,3,0.565,0.6952099785765846,0.43505307851655695,0.5393314863302348,0.18190323567199537,0.7146357921939152,0.6988299397500719,,2
higgs,stratified_coreset,0.1,4,0.5632,0.7058896630789959,0.4322907706855541,0.5374911450279483,0.17440830893658427,0.7164600244617209,0.706735104183271,,2
higgs,stratified_coreset,0.25,1,0.6051,0.6522256356339964,0.5241272829975523,0.5834138367275586,0.2599613507796699,0.7452922480020548,0.7344727974776993,,2
higgs,stratified_coreset,0.25,2,0.5991,0.6542935798654408,0.5130855436312457,0.5769465166911708,0.24720298862346343,0.7337180579429048,0.7264247254737942,,2
higgs,stratified_coreset,0.25,3,0.5927,0.6901379919853429,0.49584914766756705,0.5694925284342323,0.24206583909219515,0.7237539358216711,0.7098652655705042,,2
higgs,stratified_coreset,0.25,4,0.5918,0.6809701492671807,0.49728509319511705,0.568859296600991,0.23445789093531647,0.731604712692471,0.7224108928556809,,2
higgs,stratified_coreset,0.5,1,0.637,0.617549248926299,0.587956525440563,0.6192922250736851,0.3076186535727928,0.7563819756493306,0.7453546009977283,,2
higgs,stratified_coreset,0.5,2,0.6283,0.6250291117016514,0.5732018579187952,0.6097430216078172,0.2921559217647091,0.7487136871058926,0.7393335611186103,,2
higgs,stratified_coreset,0.5,3,0.615,0.6464622091536553,0.5440812125649228,0.5943850527911241,0.27644359911674704,0.746804908092157,0.7354213008289041,,2
higgs,stratified_coreset,0.5,4,0.6331,0.6293097752031388,0.5831043333049153,0.615304818918731,0.298157328889592,0.7491758935322562,0.7372694677353151,,2
higgs,stratified_coreset,1.0,1,0.6652,0.5920541896779523,0.6385360476728199,0.6517970556786516,0.3468093068150981,0.7789792167912383,0.764428889016239,,2
higgs,stratified_coreset,1.0,2,0.6462,0.6051619805458478,0.6085850204668658,0.6305309965357053,0.3153118085430987,0.7681928831167004,0.7557286231383289,,2
higgs,stratified_coreset,1.0,3,0.6563,0.5994348559194341,0.626215713815264,0.6421734487766454,0.33007317819517507,0.7702117053283328,0.7564637082190996,,2
higgs,stratified_coreset,1.0,4,0.6537,0.5983241112653979,0.6221646487316674,0.6392664976978277,0.3256930610206281,0.7840179642092171,0.761626439850962,,2
MiniBooNE,stratified_coreset,0.1,1,0.7398,0.5662064350118395,0.4953295680238332,0.5379809855801668,0.22576623330842666,0.758247823223559,0.893504199171282,,2
MiniBooNE,stratified_coreset,0.1,2,0.7459,0.5850792152523362,0.5151114902948163,0.5488505507975582,0.2594297234624682,0.7593621264846954,0.8890641969995191,,2
MiniBooNE,stratified_coreset,0.1,3,0.7395,0.532293221516263,0.49213896427034826,0.5365769189538047,0.22660345165310164,0.8130123396419859,0.9198217915816834,,2
MiniBooNE,stratified_coreset,0.1,4,0.7396,0.6177431103240868,0.4932986213052441,0.5370811702394745,0.22615748900111704,0.7304027653044978,0.875102049086205,,2
MiniBooNE,stratified_coreset,0.25,1,0.776,0.4550503489395068,0.6162523699842472,0.6104197863468627,0.3785693133682764,0.7909235925069933,0.9201413637443575,,2
MiniBooNE,stratified_coreset,0.25,2,0.7826,0.4664635246110769,0.6314553627686239,0.6212021144570662,0.4037624076806071,0.8228573838081922,0.9288704246094047,,2
MiniBooNE,stratified_coreset,0.25,3,0.7893,0.4182846243318658,0.643355215953664,0.6298802003174024,0.4309313836513747,0.8437596211458088,0.9371601790198573,,2
MiniBooNE,stratified_coreset,0.25,4,0.7655,0.4816847736303265,0.5786747926195107,0.586166830242435,0.34408200699597774,0.8040299869072884,0.922972284657108,,2
MiniBooNE,stratified_coreset,0.5,1,0.8118,0.3641143201346504,0.7072522302340191,0.6806242075095842,0.4962661346840374,0.8534294715368698,0.9478592330941819,,2
MiniBooNE,stratified_coreset,0.5,2,0.8123,0.40211256941173357,0.701934685266768,0.6753199833313221,0.5017061078673553,0.8483323260992853,0.9393617146703586,,2
MiniBooNE,stratified_coreset,0.5,3,0.8073,0.36303972713091215,0.6964501092598454,0.6714101162547154,0.48262602373781893,0.8455204330756922,0.9439177109854949,,2
MiniBooNE,stratified_coreset,0.5,4,0.8004,0.3974329390804391,0.6761546853959587,0.6546588578309596,0.46324697235840057,0.8513487082549683,0.946627560069758,,2
MiniBooNE,stratified_coreset,1.0,1,0.8414,0.320609643519556,0.7668753852215222,0.7347812612514071,0.5844897979894346,0.8794691559074547,0.9590660061415714,,2
MiniBooNE,stratified_coreset,1.0,2,0.8635,0.30370577361848666,0.8053112544600304,0.7723134785442292,0.6473669188283144,0.8920371382854186,0.9585331712040861,,2
MiniBooNE,stratified_coreset,1.0,3,0.8657,0.2839750078120787,0.8110788829222357,0.7799290154482501,0.6523388192197865,0.8941849819198058,0.9609978547895005,,2
MiniBooNE,stratified_coreset,1.0,4,0.8386,0.31886339540222347,0.7622056565705141,0.7305527632415625,0.5761132727934551,0.8842949189804856,0.9592594040214474,,2
covertype,stratified_coreset,0.1,1,0.6548,0.7739963111939354,0.29130786529273467,0.29227003147027564,0.4120813707162432,0.4663660359966166,0.9110068614322433,0.9314,7
covertype,stratified_coreset,0.1,2,0.6389,0.7767985990659187,0.29657668555056294,0.29367193031872546,0.39946985969786136,0.4778367535646742,0.9073518235315708,0.9338,7
covertype,stratified_coreset,0.1,3,0.6702,0.7793818799863145,0.2895204311841658,0.28862163574609884,0.43934550285981055,0.48309542023527,0.9138629887536797,0.9312,7
covertype,stratified_coreset,0.1,4,0.6581,0.7739804396234101,0.2968294562993442,0.27806356088961465,0.41573547828276863,0.48653178459015806,0.913646238275694,0.931,7
covertype,stratified_coreset,0.25,1,0.7279,0.6139207989561697,0.40676327622855357,0.3897876168012592,0.5452807228436689,0.5932267532046585,0.9416941823435314,0.9614,7
covertype,stratified_coreset,0.25,2,0.7087,0.6453265090787524,0.36518799865450113,0.35206592598446196,0.5131768780024996,0.5746729621190874,0.9377038800344752,0.9592,7
covertype,stratified_coreset,0.25,3,0.7201,0.6325122829667754,0.4162125395187119,0.3906587089815518,0.5322059225230809,0.5873928470735846,0.9375929974749483,0.9601,7
covertype,stratified_coreset,0.25,4,0.697,0.6620838700114994,0.3734365822325018,0.35330762411786615,0.48919790036384775,0.5625645738835423,0.9317395113759362,0.9584,7
covertype,stratified_coreset,0.5,1,0.7608,0.5461960915946158,0.45339743021547513,0.42958501462525217,0.603153044579467,0.6866479037125447,0.9562712588534266,0.9717,7
covertype,stratified_coreset,0.5,2,0.7476,0.5716800886178516,0.41174723641942407,0.399372385338814,0.5799187159206672,0.6506851486214458,0.9509472276879473,0.9686,7
covertype,stratified_coreset,0.5,3,0.753,0.5490045067189104,0.4185372790026255,0.4081667679197968,0.5896656599853611,0.6602334732334633,0.9558298662799324,0.9728,7
covertype,stratified_coreset,0.5,4,0.7557,0.5554178678470251,0.4389842800748162,0.4126602715133368,0.5955410074908354,0.6654771479048761,0.9568738475127281,0.969,7
covertype,stratified_coreset,1.0,1,0.7899,0.4778764820538059,0.5226052962468959,0.48135867630001966,0.6531610792436088,0.7681176009030647,0.9690343768427966,0.9789,7
covertype,stratified_coreset,1.0,2,0.7831,0.4938662441174888,0.47414760056575667,0.4499979538273748,0.6402150989285059,0.729778555626077,0.966161535019127,0.9767,7
covertype,stratified_coreset,1.0,3,0.7868,0.49958768422368777,0.47146471055381334,0.4490794085522101,0.6481268082900473,0.7244202560297062,0.9685507308438831,0.9769,7
covertype,stratified_coreset,1.0,4,0.788,0.49315343374474413,0.45622628656593855,0.43801591864359096,0.6490308333033994,0.7199642517153076,0.9682209822342911,0.9739,7
bank-marketing,stratified_coreset,0.1,1,0.8830034280659074,0.3144376528360773,0.46893352125910265,0.5,0.0,0.37578214920680575,0.8096430807764559,,2
bank-marketing,stratified_coreset,0.1,2,0.8830034280659074,0.31209681639158837,0.46893352125910265,0.5,0.0,0.386587888308413,0.8227884158979563,,2
bank-marketing,stratified_coreset,0.1,3,0.8830034280659074,0.31634136682176206,0.46893352125910265,0.5,0.0,0.3818555045169643,0.8144015302794818,,2
bank-marketing,stratified_coreset,0.1,4,0.8830034280659074,0.3177916893876568,0.46893352125910265,0.5,0.0,0.38292409661146964,0.8197251936227306,,2
bank-marketing,stratified_coreset,0.25,1,0.8832245936083158,0.30434787119190315,0.4718098211630772,0.5013551519685422,0.04142934824882029,0.46684099381616306,0.8512164230427324,,2
bank-marketing,stratified_coreset,0.25,2,0.8835563419219286,0.2705798414786123,0.47837274155079806,0.5044128108824083,0.06970825328376136,0.5202481980335888,0.896857174309581,,2
bank-marketing,stratified_coreset,0.25,3,0.883777507464337,0.2707248071245996,0.47936348658109096,0.5049480180821081,0.07816280980797077,0.549277802668743,0.8878453574933151,,2
bank-marketing,stratified_coreset,0.25,4,0.883777507464337,0.2871604004454618,0.4766204021493592,0.5037181009288446,0.0758001677156587,0.5182041955194778,0.882773761767397,,2
bank-marketing,stratified_coreset,0.5,1,0.8854362490324007,0.284165186758806,0.5044881187771093,0.5173665059604906,0.14230539172603993,0.521151411595956,0.8875957756331875,,2
bank-marketing,stratified_coreset,0.5,2,0.8865420767444432,0.2634184633811013,0.5149615570884764,0.5229123486499379,0.16805910449408637,0.5448048257477958,0.9032237903536049,,2
bank-marketing,stratified_coreset,0.5,3,0.8876479044564857,0.26480096113676793,0.5313031561488911,0.5317379704147546,0.19509575745353583,0.5611775999940333,0.9018518891162898,,2
bank-marketing,stratified_coreset,0.5,4,0.887316156142873,0.2682911473297127,0.5210440978232932,0.5262204771943614,0.18344511494016205,0.5419966072627218,0.8951553775806006,,2
bank-marketing,stratified_coreset,1.0,1,0.8910759703638174,0.264345835733028,0.5661207858536561,0.5521278673505261,0.2549631465052748,0.5571874179080174,0.9008336756181544,,2
bank-marketing,stratified_coreset,1.0,2,0.8933982085591065,0.24014534523852638,0.5894170127498789,0.5669719215968505,0.28992548959861136,0.5918294821873886,0.922981772297538,,2
bank-marketing,stratified_coreset,1.0,3,0.8952781156695787,0.24478458551393617,0.5992993124371692,0.5733660585241941,0.3109820514659652,0.5806310763745511,0.9129436928645748,,2
bank-marketing,stratified_coreset,1.0,4,0.8950569501271702,0.24532814209895853,0.6024969330850929,0.5757006580154425,0.3110722173876456,0.5812396526861181,0.9158296569773429,,2
covertype,prototype,0.1,1,0.5362,0.8651523442942524,0.3647017526667003,0.46546979024383106,0.26036436874883456,0.4149407318901957,0.8722535350950428,0.9388,7
covertype,prototype,0.1,2,0.6158,0.8466278802282795,0.3825289284021958,0.48815042659776214,0.3849934942108212,0.4076494415672389,0.8954383905715906,0.9382,7
covertype,prototype,0.1,3,0.5727,0.8505700732414881,0.3583410505822276,0.38132420049633714,0.29710615465199064,0.3936690609548438,0.8835743982770162,0.9269,7
covertype,prototype,0.1,4,0.6393,0.8511758837625323,0.3830792139070491,0.41620452507765215,0.41291438077544446,0.453021348425387,0.8983574772303824,0.9346,7
covertype,prototype,0.25,1,0.5732,0.8384561236868759,0.43107106966795944,0.5010247875095999,0.3305655173616772,0.40942024264922455,0.8859203680355118,0.9482,7
covertype,prototype,0.25,2,0.5223,0.8457950576506551,0.3699633420503047,0.4992528149891973,0.24195544941826583,0.45422830533341607,0.8821785175415892,0.927,7
covertype,prototype,0.25,3,0.5888,0.8390864039046544,0.40645626465008705,0.5045631737622137,0.3458897893662471,0.43451250261881735,0.8931161885553575,0.9462,7
covertype,prototype,0.25,4,0.5809,0.8189910657113668,0.3824302910695101,0.45170662825208996,0.3157804285399876,0.45838552724745985,0.8832170384955289,0.9455,7
covertype,prototype,0.5,1,0.6241,0.774577113238936,0.4847846355977528,0.5645310302502276,0.4188956995575602,0.49500864230967956,0.9122967844730469,0.9592,7
covertype,prototype,0.5,2,0.5681,0.801843781557602,0.4486726942349667,0.5180789608652173,0.3167536821149685,0.5146711361777393,0.8978296743936193,0.9636,7
covertype,prototype,0.5,3,0.6299,0.7735726139188559,0.4430354421301222,0.5122220485188699,0.40666450099833373,0.49684190425521596,0.914391257983562,0.9629,7
covertype,prototype,0.5,4,0.6472,0.7772555907696569,0.47080322686439496,0.5467804180605961,0.4317060141674084,0.5180254932473252,0.9120573992368659,0.9663,7
covertype,prototype,1.0,1,0.6684,0.7389409342811217,0.5536821104090118,0.5966384923087926,0.49722860276935277,0.5909636319262889,0.9281940759048907,0.9733,7
covertype,prototype,1.0,2,0.6238,0.7625455184133554,0.5086916708705835,0.5719940465518473,0.4147565352878166,0.5492959532853839,0.917324823145146,0.9708,7
covertype,prototype,1.0,3,0.6838,0.725162112653331,0.5597472019667266,0.6103239546822677,0.5048582200866873,0.5755417996231734,0.929907867503742,0.9716,7
covertype,prototype,1.0,4,0.6693,0.735380177469091,0.5070145775063536,0.564917955084191,0.47163924319991846,0.564357062696892,0.927357363379574,0.9698,7
nomao,random,0.1,1,0.9484984767155085,0.1317427177904023,0.935939911114881,0.9295113557459881,0.8724458747880733,0.9953030737801954,0.9879263329783868,,2
nomao,stratified,0.1,1,0.9492238502828957,0.13515191271525015,0.9374652145314714,0.9352004196648375,0.8749987557414518,0.9944506201955334,0.9861235626623714,,2
nomao,coreset,0.1,1,0.9418250398955462,0.15094955375680186,0.929645407220139,0.935355442337548,0.8597184656182886,0.9934230056785778,0.9836216431866969,,2
nomao,prototype,0.1,1,0.9035253155375018,0.2965713160886149,0.8857944380359437,0.9000139860774581,0.774520148360937,0.9847680012019635,0.9623100998044837,,2
nomao,stratified_coreset,0.1,1,0.9315247352386479,0.18340560426286123,0.911654812348997,0.892181215419011,0.8295010075643734,0.9936447974518733,0.9839274597033877,,2
nomao,random,0.1,2,0.9451617583055274,0.14163801031918546,0.932483348569936,0.9303760996501831,0.8650267983529261,0.9943640840693718,0.9855167773107043,,2
nomao,stratified,0.1,2,0.9435659364572755,0.1471887746985742,0.9315300144537921,0.9358120011271376,0.8633007882515228,0.9944851862635558,0.9857712290296509,,2
nomao,coreset,0.1,2,0.9426954881764108,0.14161476902204287,0.9308791722687362,0.9377934136714525,0.8623791745750312,0.9941407585785202,0.9852333426436326,,2
nomao,prototype,0.1,2,0.9032351661105469,0.27597311620350184,0.8783823973303562,0.869179997103768,0.7582376515299539,0.9832783303938654,0.9603604034756434,,2
nomao,stratified_coreset,0.1,2,0.9264471202669374,0.18852950769392945,0.9043689536246681,0.8826838849445033,0.816791947611321,0.9936498228547996,0.9838473182418469,,2
nomao,random,0.1,3,0.9455969824459597,0.12902205262022726,0.9333780422223221,0.9335761884349579,0.866756607779386,0.9951739437416554,0.9876746145267901,,2
nomao,stratified,0.1,3,0.9428405628898883,0.14930923471340957,0.9304956613052057,0.9337803583488837,0.8611341991124309,0.9939728049999039,0.9845233119856558,,2
nomao,coreset,0.1,3,0.941099666328159,0.14567358803031802,0.9293703086553233,0.9389623238177123,0.8599255712998174,0.994147770972307,0.9854084780383517,,2
nomao,prototype,0.1,3,0.8758160452633106,0.3273037561822578,0.8537200436885704,0.8688849589432301,0.711150616717947,0.976376967616427,0.9394902054138085,,2
nomao,stratified_coreset,0.1,3,0.9335557812273321,0.18382189823876752,0.9157765697815256,0.9024415916238662,0.8342886696119922,0.9932846255206039,0.9828175468750192,,2
nomao,random,0.1,4,0.9469026548672567,0.13847640947303985,0.9353966058070273,0.9384522858160134,0.8709150413290238,0.9947266829884869,0.9865259202447026,,2
nomao,stratified,0.1,4,0.9471928042942115,0.14058441373720448,0.9349032405631632,0.9322548857411734,0.8699009124799333,0.99378538678051,0.9848986978920631,,2
nomao,coreset,0.1,4,0.9448716088785725,0.144264909809644,0.9333200754497804,0.9390117804854201,0.8670601070620443,0.9943381544453791,0.9855526707838267,,2
nomao,prototype,0.1,4,0.8810387349484985,0.31696849659491216,0.8641721437475152,0.8943326578209196,0.7413302712169042,0.9832104570006264,0.9586707801136957,,2
nomao,stratified_coreset,0.1,4,0.9329754823734223,0.1727374454340286,0.9137708683983078,0.8951777531428449,0.833101094076008,0.9944339189649114,0.9858860262583445,,2
nomao,random,0.25,1,0.9538662411141738,0.11852648583850622,0.9436158726082249,0.9446979048525912,0.887246769228697,0.9960260357860966,0.9899196068715785,,2
nomao,stratified,0.25,1,0.9513999709850574,0.12342334632552283,0.9404117465465971,0.9400762076194005,0.8808249634266164,0.99555549569456,0.9886414691734888,,2
nomao,coreset,0.25,1,0.9540113158276512,0.12022986788387423,0.9441039173259793,0.947694906716164,0.8883710328085975,0.9956098435440202,0.9889406330205925,,2
nomao,prototype,0.25,1,0.9278978674017119,0.20773579830881198,0.9138676658137209,0.9248453073822147,0.8293549728131823,0.990496033267189,0.9770137372985583,,2
nomao,stratified_coreset,0.25,1,0.9538662411141738,0.13619847392632375,0.9437852872041692,0.9462218303278395,0.8876462078505026,0.9954234969243597,0.9885117163309939,,2
nomao,random,0.25,2,0.9572029595241549,0.1177771275762278,0.9474624671468443,0.9465762268038429,0.8949349871455397,0.9960827783736996,0.9899769539148434,,2
nomao,stratified,0.25,2,0.9557522123893806,0.11369982656564068,0.9461397528110642,0.9490658207909024,0.8923875141685753,0.9963634091327804,0.9906403643146267,,2
