dataset,strategy,budget_fraction,seed,accuracy,log_loss,macro_f1,balanced_acc,mcc,pr_auc,macro_auc,top2_accuracy,n_classes
MiniBooNE,prototype,0.5,2,0.9015,0.2509628504680013,0.8761949372427109,0.8707840104339741,0.7528656248527421,0.8937964679188649,0.9568856233841815,,2
MiniBooNE,prototype,0.5,3,0.8968,0.26037711056654256,0.8707413210687889,0.8666479015240189,0.7417584341433658,0.8896707341411076,0.951656400330441,,2
MiniBooNE,prototype,0.5,4,0.8962,0.25977449436142935,0.8677208221189137,0.857753283355041,0.7371751920870935,0.8854137276743321,0.9533297576522448,,2
MiniBooNE,prototype,1.0,1,0.9056,0.219623795142565,0.8795286753401936,0.8687426819411361,0.7609979611215685,0.9096366055643698,0.9653827207316781,,2
MiniBooNE,prototype,1.0,2,0.9069,0.2170080724247406,0.8796113616822672,0.8644292255901063,0.7632016884020065,0.9168318547081544,0.9683855646316494,,2
MiniBooNE,prototype,1.0,3,0.9166,0.21378701811192855,0.8960067333769756,0.8933431498609655,0.7921181171042387,0.916075268497364,0.9677047585191666,,2
MiniBooNE,prototype,1.0,4,0.9128,0.21270452529004333,0.8917941820114181,0.8910281217558547,0.7835970528036931,0.9174751157806911,0.9679557200098047,,2
bank-marketing,prototype,0.1,1,0.8701758266062147,0.3528256350445759,0.705406063875366,0.7194511092987442,0.4126495010710057,0.43540935774704836,0.856718764981126,,2
bank-marketing,prototype,0.1,2,0.8768107928784695,0.3226097732160656,0.7301172664476292,0.7551859997419548,0.46490068340505514,0.47680840196853436,0.8839431921620523,,2
bank-marketing,prototype,0.1,3,0.8727192303439124,0.32514959444297226,0.7130063851124647,0.729090757362872,0.42827583864592184,0.44619814329115676,0.8685705002172079,,2
bank-marketing,prototype,0.1,4,0.868959416122968,0.3616419635778718,0.6898552637348373,0.6941639747494416,0.37992228432328334,0.4319298268857306,0.8521531984001194,,2
bank-marketing,prototype,0.25,1,0.872055733716687,0.27784402851489587,0.7227628412177601,0.7500336169069368,0.45115588544495033,0.46738021038605754,0.8854251769326466,,2
bank-marketing,prototype,0.25,2,0.8805706070994139,0.290570010465454,0.7379797523223403,0.7634645773680092,0.4805882919669381,0.4989633187232293,0.8903134776571857,,2
bank-marketing,prototype,0.25,3,0.8858785801172178,0.2741844507511935,0.720851983330761,0.7185034439574202,0.4417589548031518,0.4887484910495046,0.8899180055231157,,2
bank-marketing,prototype,0.25,4,0.8863209112020347,0.27213986006341956,0.7246777176994461,0.7244935269698738,0.4493557584875868,0.4891818387654063,0.8878976767639701,,2
bank-marketing,prototype,0.5,1,0.8897489771093664,0.23933825806608738,0.7543229064495602,0.7768612698904964,0.5120747068745412,0.5689662090687336,0.9125443145406142,,2
bank-marketing,prototype,0.5,2,0.8937299568727193,0.2407639581882371,0.7548860272261578,0.7676362698017194,0.5109478817582429,0.5602920321666929,0.910989295856006,,2
bank-marketing,prototype,0.5,3,0.8879796527700984,0.23838465777887433,0.7543226451700298,0.7815990047501636,0.5135053494052089,0.5476289796528853,0.9144929114490425,,2
bank-marketing,prototype,0.5,4,0.8956098639831914,0.22894611101016993,0.7583866510070412,0.7703406552692726,0.5177958856871879,0.5536310875575144,0.9159199136376925,,2
bank-marketing,prototype,1.0,1,0.900807254229791,0.20893339176925513,0.7533561168683145,0.7466354684409449,0.5070995878806155,0.6101414027929764,0.9254939258747201,,2
bank-marketing,prototype,1.0,2,0.8989273471193188,0.21325658829300553,0.7550084346343111,0.7545903649683421,0.5100182742343381,0.5775565066724105,0.9222574699963187,,2
