dataset,strategy,budget_fraction,seed,brier,ece
connect-4,stratified_coreset,0.5,2,0.3557049,0.02555642707347871
connect-4,random,0.5,3,0.31415045,0.01854375233650205
connect-4,stratified,0.5,3,0.32050472,0.015073172438144667
connect-4,coreset,0.5,3,0.32915673,0.018257238528132425
connect-4,prototype,0.5,3,0.47001195,0.04451274671554564
connect-4,stratified_coreset,0.5,3,0.3502105,0.012530145531892755
connect-4,random,0.5,4,0.30904937,0.014912719774246226
connect-4,stratified,0.5,4,0.31372112,0.016596519991755487
connect-4,coreset,0.5,4,0.32371694,0.013739426171779624
connect-4,prototype,0.5,4,0.4777625,0.035716900178790076
connect-4,stratified_coreset,0.5,4,0.3524311,0.015811780083179492
jannis,random,0.1,1,0.45772046,0.025774810588359853
jannis,stratified,0.1,1,0.44108066,0.011471355941891673
jannis,coreset,0.1,1,0.46248126,0.018294292715191868
jannis,prototype,0.1,1,0.51632375,0.10368605095148088
jannis,stratified_coreset,0.1,1,0.5296222,0.07509209748208523
jannis,random,0.1,2,0.45383272,0.052757243525981934
jannis,stratified,0.1,2,0.45311603,0.032570816332101814
jannis,coreset,0.1,2,0.46775624,0.02544698212742805
jannis,prototype,0.1,2,0.5050463,0.07933051414489749
jannis,stratified_coreset,0.1,2,0.5120554,0.11348299803137779
jannis,random,0.1,3,0.4452845,0.01908845979869367
jannis,stratified,0.1,3,0.45832306,0.012975934755802167
jannis,coreset,0.1,3,0.479083,0.03659211073517798
jannis,prototype,0.1,3,0.5237159,0.10469466542601584
jannis,stratified_coreset,0.1,3,0.54055095,0.08440398468375206
jannis,random,0.1,4,0.45987782,0.014002086102962476
jannis,stratified,0.1,4,0.4468298,0.00861952777504923
jannis,coreset,0.1,4,0.48147354,0.048346034619212164
jannis,prototype,0.1,4,0.52453285,0.1079827687472105
jannis,stratified_coreset,0.1,4,0.5398465,0.10234335719346999
jannis,random,0.25,1,0.42528057,0.012447499701380737
jannis,stratified,0.25,1,0.4234749,0.013192650797963154
jannis,coreset,0.25,1,0.43099427,0.0242135149359703
jannis,prototype,0.25,1,0.48213765,0.09592284054458144
jannis,stratified_coreset,0.25,1,0.45794111,0.0677697861135006
jannis,random,0.25,2,0.42546064,0.023943235379457466
jannis,stratified,0.25,2,0.42755303,0.01806107359528541
jannis,coreset,0.25,2,0.43159693,0.006254778617620469
jannis,prototype,0.25,2,0.477789,0.05070781871974468
jannis,stratified_coreset,0.25,2,0.45620015,0.056640112251043324
jannis,random,0.25,3,0.42821485,0.024323725783824933
jannis,stratified,0.25,3,0.4323211,0.009614232614636429
jannis,coreset,0.25,3,0.43678623,0.030495078518986703
jannis,prototype,0.25,3,0.46286637,0.08483820911049841
jannis,stratified_coreset,0.25,3,0.4565995,0.09062342959940431
jannis,random,0.25,4,0.42841846,0.017664871546626066
jannis,stratified,0.25,4,0.4216333,0.011629820629954313
jannis,coreset,0.25,4,0.4262707,0.021430281248688714
jannis,prototype,0.25,4,0.47355768,0.08834340587258338
jannis,stratified_coreset,0.25,4,0.46246576,0.0671338766217232
jannis,random,0.5,1,0.41171753,0.014827194699645049
jannis,stratified,0.5,1,0.41166547,0.01351137198209762
jannis,coreset,0.5,1,0.41522667,0.0165015829116106
jannis,prototype,0.5,1,0.45007762,0.04558842898607254
jannis,stratified_coreset,0.5,1,0.43185538,0.05988568832278251
jannis,random,0.5,2,0.41197225,0.010296731653809538
jannis,stratified,0.5,2,0.41431683,0.018667056936025626
jannis,coreset,0.5,2,0.4130748,0.010915742516517642
jannis,prototype,0.5,2,0.44553736,0.050527257531881316
jannis,stratified_coreset,0.5,2,0.43246192,0.055582059708237624
jannis,random,0.5,3,0.41102335,0.009610341575741768
jannis,stratified,0.5,3,0.41863897,0.016838581591844533
jannis,coreset,0.5,3,0.4141668,0.01301973253488541
jannis,prototype,0.5,3,0.4450129,0.0514377661526203
jannis,stratified_coreset,0.5,3,0.4338405,0.0607862036883831
jannis,random,0.5,4,0.41414413,0.015606819787621509
jannis,stratified,0.5,4,0.40496692,0.00831014881730077
jannis,coreset,0.5,4,0.4138969,0.013797140675783165
jannis,prototype,0.5,4,0.43236884,0.052457234236598003
jannis,stratified_coreset,0.5,4,0.42810303,0.06669536929726602
volkert,random,0.1,1,0.5829523,0.03431640394330024
volkert,stratified,0.1,1,0.574736,0.033174195812642575
volkert,coreset,0.1,1,0.6238812,0.03663180662989617
volkert,prototype,0.1,1,0.69878507,0.08954343703389167
volkert,stratified_coreset,0.1,1,0.72360677,0.06354997233301402
volkert,random,0.1,2,0.57188505,0.024648647066950784
volkert,stratified,0.1,2,0.5718448,0.017664091694355007
volkert,coreset,0.1,2,0.62158066,0.04427058443725111
volkert,prototype,0.1,2,0.71852314,0.06569561181068419
volkert,stratified_coreset,0.1,2,0.7229321,0.05716391452848911
volkert,random,0.1,3,0.5725611,0.037507225112617004
volkert,stratified,0.1,3,0.5746621,0.03565692425072195
volkert,coreset,0.1,3,0.632135,0.04142905564308167
volkert,prototype,0.1,3,0.67670095,0.039394047737121574
volkert,stratified_coreset,0.1,3,0.7189111,0.05967024444639682
volkert,random,0.1,4,0.5758328,0.04348316910862921
volkert,stratified,0.1,4,0.56951684,0.024562305995821963
volkert,coreset,0.1,4,0.6289396,0.06416009359657764
volkert,prototype,0.1,4,0.69143397,0.0635819112032652
volkert,stratified_coreset,0.1,4,0.73028064,0.05398207593262195
volkert,random,0.25,1,0.5359488,0.01061501418203116
volkert,stratified,0.25,1,0.54334474,0.015965960189700118
volkert,coreset,0.25,1,0.6018091,0.04928547882139682
volkert,prototype,0.25,1,0.6471864,0.0851990442723036
volkert,stratified_coreset,0.25,1,0.6607397,0.04367641317546367
volkert,random,0.25,2,0.534886,0.01529992402791977
volkert,stratified,0.25,2,0.53691524,0.008985664933919902
volkert,coreset,0.25,2,0.5992644,0.05104519144594669
volkert,prototype,0.25,2,0.6409736,0.06770889683663846
volkert,stratified_coreset,0.25,2,0.65755093,0.027248541122674948
volkert,random,0.25,3,0.53569317,0.00989165911376477
volkert,stratified,0.25,3,0.53796184,0.029352110148966333
volkert,coreset,0.25,3,0.5994047,0.0475562308162451
volkert,prototype,0.25,3,0.6271031,0.037966071806848044
volkert,stratified_coreset,0.25,3,0.6721727,0.025697417891025552
volkert,random,0.25,4,0.5430272,0.017802824848890293
volkert,stratified,0.25,4,0.5372758,0.018493251757323748
volkert,coreset,0.25,4,0.59704643,0.032514083901047694
volkert,prototype,0.25,4,0.6504856,0.03417387026846407
volkert,stratified_coreset,0.25,4,0.67604834,0.036051107308268535
volkert,random,0.5,1,0.51643264,0.008722062781453136
volkert,stratified,0.5,1,0.52475536,0.011653011783957475
volkert,coreset,0.5,1,0.5789868,0.027670022267103186
volkert,prototype,0.5,1,0.6351444,0.06374296365827323
volkert,stratified_coreset,0.5,1,0.61297524,0.047566369420289994
volkert,random,0.5,2,0.51808137,0.01232059291154145
volkert,stratified,0.5,2,0.51727676,0.008917740985751153
volkert,coreset,0.5,2,0.5745124,0.01955193348228931
volkert,prototype,0.5,2,0.6007789,0.07401971898525951
volkert,stratified_coreset,0.5,2,0.6081502,0.023283310571312905
volkert,random,0.5,3,0.51784366,0.018708185015618776
volkert,stratified,0.5,3,0.5158861,0.014168794141709804
volkert,coreset,0.5,3,0.5717594,0.029968395933508876
volkert,prototype,0.5,3,0.6025988,0.03439943925142288
volkert,stratified_coreset,0.5,3,0.61709297,0.02548439758419991
volkert,random,0.5,4,0.5198889,0.010831542396545407
volkert,stratified,0.5,4,0.5181395,0.011285596387088283
volkert,coreset,0.5,4,0.5723872,0.028596266949176788
volkert,prototype,0.5,4,0.6105829,0.05216550431251526
volkert,stratified_coreset,0.5,4,0.618262,0.039996093043684976
connect-4,random,1.0,1,0.3133019,0.017144454246759398
connect-4,random,1.0,2,0.3132812,0.0123630543887615
connect-4,random,1.0,3,0.2986008,0.013598421531915653
connect-4,random,1.0,4,0.30022445,0.014782863581180564
connect-4,stratified,1.0,1,0.31618208,0.015828284835815443
connect-4,stratified,1.0,2,0.31958824,0.01899393002986906
connect-4,stratified,1.0,3,0.30487856,0.017299823009967807
connect-4,stratified,1.0,4,0.2989153,0.012448726168274884
connect-4,coreset,1.0,1,0.31616718,0.015580763977766037
connect-4,coreset,1.0,2,0.31372714,0.014502817291021354
connect-4,coreset,1.0,3,0.3067323,0.013018612220883345
connect-4,coreset,1.0,4,0.29278302,0.011987380549311623
connect-4,prototype,1.0,1,0.39427942,0.014952395212650297
connect-4,prototype,1.0,2,0.37468722,0.03912226190268991
connect-4,prototype,1.0,3,0.38443688,0.022772258132696142
connect-4,prototype,1.0,4,0.369864,0.044960128310322756
connect-4,stratified_coreset,1.0,1,0.34026283,0.011860677137970933
connect-4,stratified_coreset,1.0,2,0.35255167,0.0220397433191538
connect-4,stratified_coreset,1.0,3,0.33428967,0.01368557472527027
connect-4,stratified_coreset,1.0,4,0.33103883,0.020108938539028155
jannis,random,1.0,1,0.4032325,0.016257160979509362
jannis,random,1.0,2,0.40227547,0.006047669965028767
jannis,random,1.0,3,0.40536532,0.009565049627423307
jannis,random,1.0,4,0.41184542,0.006695783239603032
jannis,stratified,1.0,1,0.40391085,0.007801822948455818
jannis,stratified,1.0,2,0.4048988,0.009492268159985547
jannis,stratified,1.0,3,0.4070993,0.01252805905640126
jannis,stratified,1.0,4,0.4049723,0.013434450703859334
jannis,coreset,1.0,1,0.40312365,0.010047948482632631
jannis,coreset,1.0,2,0.40188792,0.01026367819905283
jannis,coreset,1.0,3,0.40920848,0.010096890100836765
jannis,coreset,1.0,4,0.40461716,0.014604278379678724
jannis,prototype,1.0,1,0.42619765,0.05146423207521437
jannis,prototype,1.0,2,0.43003544,0.039468269899487485
jannis,prototype,1.0,3,0.41897798,0.04851274513602258
jannis,prototype,1.0,4,0.42071372,0.0526842123031616
jannis,stratified_coreset,1.0,1,0.4191877,0.050561905345320714
jannis,stratified_coreset,1.0,2,0.42159,0.049602929890155814
jannis,stratified_coreset,1.0,3,0.42133662,0.061124086886644356
jannis,stratified_coreset,1.0,4,0.41661713,0.0596852734684944
volkert,random,1.0,1,0.5057543,0.023442513182759278
volkert,random,1.0,2,0.49573633,0.011824544909596453
volkert,random,1.0,3,0.5007917,0.019141897197067728
volkert,random,1.0,4,0.5058468,0.028346223127841942
volkert,stratified,1.0,1,0.509512,0.020178526091575617
volkert,stratified,1.0,2,0.5075001,0.013962207692861554
volkert,stratified,1.0,3,0.5017828,0.016737724304199227
volkert,stratified,1.0,4,0.50172675,0.01062591220736504
volkert,coreset,1.0,1,0.55351114,0.015573046742379654
volkert,coreset,1.0,2,0.5576539,0.025256223824620255
volkert,coreset,1.0,3,0.55795556,0.024657241436839117
volkert,coreset,1.0,4,0.5542291,0.025898850193619725
volkert,prototype,1.0,1,0.55025613,0.11336549152731895
volkert,prototype,1.0,2,0.5374776,0.07803839804828168
volkert,prototype,1.0,3,0.5299633,0.07773616468906402
volkert,prototype,1.0,4,0.55248,0.11053276728093622
volkert,stratified_coreset,1.0,1,0.5633116,0.047035691553354256
volkert,stratified_coreset,1.0,2,0.5547801,0.035417769470810885
volkert,stratified_coreset,1.0,3,0.5727065,0.032313941687345527
volkert,stratified_coreset,1.0,4,0.573689,0.04699146609008312
mozilla4,random,0.1,1,0.10211714,0.01308852474345762
mozilla4,stratified,0.1,1,0.099659026,0.014574707027937499
mozilla4,coreset,0.1,1,0.10283187,0.014162839691541973
mozilla4,prototype,0.1,1,0.24473669,0.21210823656944164
mozilla4,stratified_coreset,0.1,1,0.16504857,0.1196795531033359
mozilla4,random,0.1,2,0.10430808,0.01520645356772913
mozilla4,stratified,0.1,2,0.10581107,0.014569975338242034
mozilla4,coreset,0.1,2,0.110628136,0.015970163881018167
mozilla4,prototype,0.1,2,0.26276502,0.20744626354797596
mozilla4,stratified_coreset,0.1,2,0.15561838,0.1063477303829025
mozilla4,random,0.1,3,0.096686184,0.013854031392670305
mozilla4,stratified,0.1,3,0.10423403,0.014804663425561585
mozilla4,coreset,0.1,3,0.11440776,0.024737491770515672
mozilla4,prototype,0.1,3,0.19239183,0.1668156463057929
mozilla4,stratified_coreset,0.1,3,0.16638468,0.12071264258201463
mozilla4,random,0.1,4,0.1039809,0.022228759644535374
mozilla4,stratified,0.1,4,0.09681317,0.009852160671226374
mozilla4,coreset,0.1,4,0.10531413,0.00727155035487909
mozilla4,prototype,0.1,4,0.2159315,0.18704730430159605
mozilla4,stratified_coreset,0.1,4,0.1720281,0.12360328840271632
mozilla4,random,0.25,1,0.09384227,0.008954018236090896
mozilla4,stratified,0.25,1,0.1012458,0.020029856570933167
mozilla4,coreset,0.25,1,0.10119342,0.00589495873498909
mozilla4,prototype,0.25,1,0.13373719,0.1029492271282995
mozilla4,stratified_coreset,0.25,1,0.13430408,0.0839719339678927
mozilla4,random,0.25,2,0.09243877,0.015042114628045241
mozilla4,stratified,0.25,2,0.094499305,0.012161767820627854
mozilla4,coreset,0.25,2,0.10838258,0.013741133275700049
mozilla4,prototype,0.25,2,0.14880839,0.1092127661745553
mozilla4,stratified_coreset,0.25,2,0.12818062,0.07733047849008504
mozilla4,random,0.25,3,0.08884846,0.010135793020875087
mozilla4,stratified,0.25,3,0.095971964,0.015289743052455021
mozilla4,coreset,0.25,3,0.09893381,0.010298005266737527
mozilla4,prototype,0.25,3,0.1389242,0.10911865594458936
mozilla4,stratified_coreset,0.25,3,0.12802054,0.0824428910660726
mozilla4,random,0.25,4,0.08910403,0.012127888340103966
mozilla4,stratified,0.25,4,0.09539467,0.014561644094930555
mozilla4,coreset,0.25,4,0.09713006,0.012599986252235976
mozilla4,prototype,0.25,4,0.1593872,0.12198520554892574
mozilla4,stratified_coreset,0.25,4,0.12615007,0.07942446673369785
mozilla4,random,0.5,1,0.09055458,0.014154762579016582
mozilla4,stratified,0.5,1,0.095884,0.019539248951558254
mozilla4,coreset,0.5,1,0.09802485,0.009741982281876305
mozilla4,prototype,0.5,1,0.08854454,0.008272024525174327
mozilla4,stratified_coreset,0.5,1,0.09927789,0.03561644012841012
mozilla4,random,0.5,2,0.08833425,0.009748493871825647
mozilla4,stratified,0.5,2,0.08829678,0.01097468308574487
mozilla4,coreset,0.5,2,0.09574981,0.011241924981454826
mozilla4,prototype,0.5,2,0.083529696,0.01650745233975595
mozilla4,stratified_coreset,0.5,2,0.10329544,0.048470150472683694
mozilla4,random,0.5,3,0.08855408,0.012691385081998225
mozilla4,stratified,0.5,3,0.080768615,0.011611613990523949
mozilla4,coreset,0.5,3,0.09557554,0.012907060212558686
mozilla4,prototype,0.5,3,0.08686408,0.012642906403006016
mozilla4,stratified_coreset,0.5,3,0.10230748,0.04538821083055876
mozilla4,random,0.5,4,0.08723968,0.01612677886576147
mozilla4,stratified,0.5,4,0.09010489,0.01695123925946184
mozilla4,coreset,0.5,4,0.09089589,0.007476923459450067
mozilla4,prototype,0.5,4,0.089330435,0.004977476364016594
mozilla4,stratified_coreset,0.5,4,0.10828682,0.045106387383561555
mozilla4,random,1.0,1,0.08518808,0.017611445388302116
mozilla4,stratified,1.0,1,0.085306495,0.01346484103975991
mozilla4,coreset,1.0,1,0.084934786,0.009265173038739971
mozilla4,prototype,1.0,1,0.08536898,0.01644208863966276
mozilla4,stratified_coreset,1.0,1,0.08456077,0.007245885504155197
mozilla4,random,1.0,2,0.082866855,0.007803229502608647
mozilla4,stratified,1.0,2,0.08295844,0.00929878680937511
mozilla4,coreset,1.0,2,0.08793613,0.005974249874765698
mozilla4,prototype,1.0,2,0.08477153,0.003326139556345566
mozilla4,stratified_coreset,1.0,2,0.084727034,0.011603590293590677
mozilla4,random,1.0,3,0.081990354,0.013978811682010333
mozilla4,stratified,1.0,3,0.08001264,0.012150766392681507
mozilla4,coreset,1.0,3,0.08132179,0.009431738216257288
mozilla4,prototype,1.0,3,0.08189579,0.01221078008375272
mozilla4,stratified_coreset,1.0,3,0.08083152,0.008510190241528432
mozilla4,random,1.0,4,0.08233446,0.017116148283764444
mozilla4,stratified,1.0,4,0.08059347,0.02058462633749235
mozilla4,coreset,1.0,4,0.08271794,0.011276703747273943
mozilla4,prototype,1.0,4,0.08104065,0.009217379014398692
mozilla4,stratified_coreset,1.0,4,0.08119905,0.007445419505705075
adult,random,0.1,1,0.20745684,0.013210124326554286
adult,stratified,0.1,1,0.20420206,0.020038970945825692
adult,coreset,0.1,1,0.20111634,0.023099899773622003
adult,prototype,0.1,1,0.40673003,0.2014827749565395
adult,stratified_coreset,0.1,1,0.23732208,0.05713973252934239
adult,random,0.1,2,0.20820865,0.02481056921384647
adult,stratified,0.1,2,0.20295869,0.014620532955044258
adult,coreset,0.1,2,0.20344682,0.024268187183613343
adult,prototype,0.1,2,0.44270644,0.22126345400044398
adult,stratified_coreset,0.1,2,0.23831517,0.09378551102984779
adult,random,0.1,3,0.20418677,0.022370300189839716
adult,stratified,0.1,3,0.21228214,0.011084034050710798
adult,coreset,0.1,3,0.21010824,0.015250713152515206
adult,prototype,0.1,3,0.42367947,0.2285192126151007
adult,stratified_coreset,0.1,3,0.24079303,0.052745407771546814
adult,random,0.1,4,0.20579171,0.023727013075041457
adult,stratified,0.1,4,0.20319803,0.0207654528921587
adult,coreset,0.1,4,0.20884778,0.03809045756796096
adult,prototype,0.1,4,0.409607,0.20791550478972826
adult,stratified_coreset,0.1,4,0.23009329,0.07755841159816895
adult,random,0.25,1,0.19869925,0.012423691348466253
adult,stratified,0.25,1,0.19894895,0.01951452162643394
adult,coreset,0.25,1,0.19582616,0.018059892784500944
adult,prototype,0.25,1,0.3158207,0.14141512896390074
adult,stratified_coreset,0.25,1,0.21804099,0.05556813594724532
adult,random,0.25,2,0.19912823,0.014368575627657486
adult,stratified,0.25,2,0.19837964,0.01460932455259087
adult,coreset,0.25,2,0.19280696,0.009381354805617857
adult,prototype,0.25,2,0.3220469,0.13320958134168637
adult,stratified_coreset,0.25,2,0.22322765,0.07210627238183515
adult,random,0.25,3,0.19814065,0.012775355947900543
adult,stratified,0.25,3,0.19801162,0.017584138760267504
adult,coreset,0.25,3,0.198021,0.014693119572981774
adult,prototype,0.25,3,0.31344676,0.13022213855090778
adult,stratified_coreset,0.25,3,0.22097106,0.056041898599226425
adult,random,0.25,4,0.19896536,0.018633608189296585
adult,stratified,0.25,4,0.19935991,0.01825751734205175
adult,coreset,0.25,4,0.19938815,0.022387805546696157
adult,prototype,0.25,4,0.33007348,0.17733285241061605
adult,stratified_coreset,0.25,4,0.22116993,0.06687861730100823
adult,random,0.5,1,0.19717781,0.016675285991574515
adult,stratified,0.5,1,0.19650386,0.02344582684693499
adult,coreset,0.5,1,0.19671844,0.017892806376350094
adult,prototype,0.5,1,0.23032698,0.08220140060604576
adult,stratified_coreset,0.5,1,0.20918933,0.04218661411719625
adult,random,0.5,2,0.19652456,0.015159897996637613
adult,stratified,0.5,2,0.19537616,0.0192195806499391
adult,coreset,0.5,2,0.19277842,0.01369564697163195
adult,prototype,0.5,2,0.23352249,0.0963459545440422
adult,stratified_coreset,0.5,2,0.21142821,0.04420496126178685
adult,random,0.5,3,0.19540882,0.014813747640238873
adult,stratified,0.5,3,0.19367519,0.01736724971060374
adult,coreset,0.5,3,0.19399793,0.007604621026627982
adult,prototype,0.5,3,0.22673142,0.08032175437895714
adult,stratified_coreset,0.5,3,0.20902854,0.0423827297182456
adult,random,0.5,4,0.19461875,0.01735717958673165
adult,stratified,0.5,4,0.1959869,0.015419995355220473
adult,coreset,0.5,4,0.19302617,0.016918129206911818
adult,prototype,0.5,4,0.22997501,0.0903506296006998
adult,stratified_coreset,0.5,4,0.2080449,0.048255289527725356
adult,random,1.0,1,0.19427186,0.013050695461203776
adult,stratified,1.0,1,0.1917581,0.012275356336419838
adult,coreset,1.0,1,0.19328448,0.018555594017113874
adult,prototype,1.0,1,0.19530356,0.015774641537211156
adult,stratified_coreset,1.0,1,0.20070995,0.028678827701607994
adult,random,1.0,2,0.19227049,0.016477506274481565
adult,stratified,1.0,2,0.19282891,0.017121572726444195
adult,coreset,1.0,2,0.19229677,0.018999832416232994
adult,prototype,1.0,2,0.19904384,0.029500820885930732
adult,stratified_coreset,1.0,2,0.20276877,0.02886940915606957
adult,random,1.0,3,0.19246937,0.011255099431171445
adult,stratified,1.0,3,0.19103639,0.009051668859712427
adult,coreset,1.0,3,0.19139522,0.00831092824063656
adult,prototype,1.0,3,0.19802362,0.024593367480135873
adult,stratified_coreset,1.0,3,0.20173058,0.03334320913086969
adult,random,1.0,4,0.19187841,0.01486569463410462
adult,stratified,1.0,4,0.19275269,0.013524453059313222
adult,coreset,1.0,4,0.19141187,0.010549571629385222
adult,prototype,1.0,4,0.19549674,0.015272802502536178
adult,stratified_coreset,1.0,4,0.19905216,0.029196688900210255
numerai28.6,random,0.1,1,0.50076836,0.019608696925640066
numerai28.6,stratified,0.1,1,0.4999287,0.0007021682858467041
numerai28.6,coreset,0.1,1,0.50101686,0.022738666725158674
numerai28.6,prototype,0.1,1,0.5003377,0.01445191882550717
numerai28.6,stratified_coreset,0.1,1,0.49996758,0.003957522815465973
numerai28.6,random,0.1,2,0.50116175,0.026205479013919782
numerai28.6,stratified,0.1,2,0.5001739,0.009633511221408849
numerai28.6,coreset,0.1,2,0.5048265,0.049680253714323
numerai28.6,prototype,0.1,2,0.50013596,0.005414510762691476
numerai28.6,stratified_coreset,0.1,2,0.49997753,0.0018152282714843926
numerai28.6,random,0.1,3,0.5000072,0.009408302229642864
numerai28.6,stratified,0.1,3,0.5021845,0.01428217978775499
numerai28.6,coreset,0.1,3,0.49988633,0.012024865657091119
numerai28.6,prototype,0.1,3,0.50001556,0.0028223603367805534
numerai28.6,stratified_coreset,0.1,3,0.5000442,0.0015828183650970643
numerai28.6,random,0.1,4,0.5003958,0.008137736344337477
numerai28.6,stratified,0.1,4,0.49901426,0.006140518206357996
numerai28.6,coreset,0.1,4,0.501351,0.025058744603395466
numerai28.6,prototype,0.1,4,0.50034034,0.015640395233035075
numerai28.6,stratified_coreset,0.1,4,0.49985254,0.0003086300373077767
numerai28.6,random,0.25,1,0.49993408,0.003473693501949329
numerai28.6,stratified,0.25,1,0.5011384,0.014579721739888182
numerai28.6,coreset,0.25,1,0.5004029,0.015147474092245112
numerai28.6,prototype,0.25,1,0.49980566,0.003509702467918421
numerai28.6,stratified_coreset,0.25,1,0.49999967,0.002871064949035662
numerai28.6,random,0.25,2,0.50031656,0.01845619781613352
numerai28.6,stratified,0.25,2,0.5004514,0.012083558246493313
numerai28.6,coreset,0.25,2,0.50236756,0.035805471819639174
numerai28.6,prototype,0.25,2,0.5044466,0.03899842583835129
numerai28.6,stratified_coreset,0.25,2,0.50012356,0.006620359444618213
numerai28.6,random,0.25,3,0.4997146,0.004668461400270457
numerai28.6,stratified,0.25,3,0.49949855,0.006794699537754084
numerai28.6,coreset,0.25,3,0.49954942,0.003969492620229746
numerai28.6,prototype,0.25,3,0.5004725,0.018809378704428722
numerai28.6,stratified_coreset,0.25,3,0.49997553,0.0006549642562866387
numerai28.6,random,0.25,4,0.50011665,0.00966311906278135
numerai28.6,stratified,0.25,4,0.49958292,0.0023828151911497006
numerai28.6,coreset,0.25,4,0.5002062,0.008996456521749508
numerai28.6,prototype,0.25,4,0.5004724,0.011319425955414788
numerai28.6,stratified_coreset,0.25,4,0.5000087,0.0057220743179321465
numerai28.6,random,0.5,1,0.50117725,0.01830028585195539
numerai28.6,stratified,0.5,1,0.50003767,0.009174933737516402
numerai28.6,coreset,0.5,1,0.5003275,0.01578935461342332
numerai28.6,prototype,0.5,1,0.49987432,0.0036948459476232433
numerai28.6,stratified_coreset,0.5,1,0.50018954,0.010183064746856707
numerai28.6,random,0.5,2,0.49975586,0.013566589885950074
numerai28.6,stratified,0.5,2,0.49959403,0.00048617932796481627
numerai28.6,coreset,0.5,2,0.5016773,0.03221743869781492
numerai28.6,prototype,0.5,2,0.5003308,0.012633656024932854
numerai28.6,stratified_coreset,0.5,2,0.4999828,0.0044507436573505655
numerai28.6,random,0.5,3,0.49948505,0.005405724638700519
numerai28.6,stratified,0.5,3,0.50015664,0.007543491551280027
numerai28.6,coreset,0.5,3,0.49906388,0.004891203641891509
numerai28.6,prototype,0.5,3,0.5001182,0.01139115552604199
numerai28.6,stratified_coreset,0.5,3,0.5000069,0.001714436817169207
numerai28.6,random,0.5,4,0.49905387,0.00732572518587115
numerai28.6,stratified,0.5,4,0.49995786,0.010313618004322064
numerai28.6,coreset,0.5,4,0.49994296,0.005154691690206544
numerai28.6,prototype,0.5,4,0.5000132,0.010285141086578346
numerai28.6,stratified_coreset,0.5,4,0.5000289,0.007491497802734393
numerai28.6,random,1.0,1,0.50020176,0.015176840490102761
numerai28.6,stratified,1.0,1,0.5006817,0.020621440958976743
numerai28.6,coreset,1.0,1,0.50008386,0.001222922477126121
numerai28.6,prototype,1.0,1,0.5004166,0.014845869976282084
numerai28.6,stratified_coreset,1.0,1,0.49991733,0.0033138469576836096
numerai28.6,random,1.0,2,0.5000739,0.017729826372861857
numerai28.6,stratified,1.0,2,0.50012904,0.006022446954250314
numerai28.6,coreset,1.0,2,0.5004378,0.023155005061626457
numerai28.6,prototype,1.0,2,0.5012508,0.01983262328207493
numerai28.6,stratified_coreset,1.0,2,0.5001179,0.011105778342485441
numerai28.6,random,1.0,3,0.49942875,0.01167515266537668
numerai28.6,stratified,1.0,3,0.49984533,0.01674519894719121
numerai28.6,coreset,1.0,3,0.4994662,0.008338712868094466
numerai28.6,prototype,1.0,3,0.49986377,0.013554544547200212
numerai28.6,stratified_coreset,1.0,3,0.5002013,0.008634021526575095
numerai28.6,random,1.0,4,0.5000744,0.01546136811375619
numerai28.6,stratified,1.0,4,0.50030816,0.014397748088836655
numerai28.6,coreset,1.0,4,0.49988672,0.007851894575357449
numerai28.6,prototype,1.0,4,0.50181544,0.0209198126971722
numerai28.6,stratified_coreset,1.0,4,0.49978843,0.003966242420673403
